country_name, Index_of_happiness, global_rank, available_data_date, regions
Jordania,4.15,128,2013-2021,ASEAN
Mauritania,4.15,129,2013-2021,ASEAN
Togo,4.11,130,2013-2021,ASEAN
India,3.78,131,2013-2021,ASEAN
Zambia,3.76,132,2013-2021,ASEAN
Malawi,3.75,133,2013-2021,ASEAN
Tanzanía,3.7,134,2013-2021,ASEAN
Sierra Leona,3.57,135,2013-2021,ASEAN
Lesotho,3.51,136,2013-2021,ASEAN
Botswana,3.47,137,2013-2021,ASEAN
Rwanda,3.27,138,2013-2021,ASEAN
Zimbabwe,3,139,2013-2021,ASEAN
Líbano,2.96,140,2013-2021,ASEAN
Afganistán,2.4,141,2013-2021,ASEAN
Finlandia,7.82,1,2013-2021,COMESA
Dinamarca,7.64,2,2013-2021,COMESA
Islandia,7.56,3,2013-2021,COMESA
Suiza,7.51,4,2013-2021,COMESA
Países Bajos,7.41,5,2013-2021,COMESA
Luxemburgo,7.4,6,2013-2021,COMESA
Suecia,7.38,7,2013-2021,COMESA
Noruega,7.37,8,2013-2021,COMESA
Israel,7.36,9,2013-2021,COMESA
Nueva Zelanda,7.2,10,2013-2021,COMESA
Australia,7.16,11,2013-2021,COMESA
Austria,7.16,12,2013-2021,COMESA
Irlanda,7.04,13,2013-2021,COMESA
Alemania,7.03,14,2013-2021,COMESA
Canadá,7.03,15,2013-2021,COMESA
Estados Unidos,6.98,16,2013-2021,COMESA
Reino Unido,6.94,17,2013-2021,COMESA
República Checa,6.92,18,2013-2021,COMESA
Bélgica,6.8,19,2013-2021,COMESA
Francia,6.69,20,2013-2021,COMESA
Bahrein,6.65,21,2013-2021,COMESA
Eslovenia,6.63,22,2013-2021,COMESA
Costa Rica,6.58,23,2013-2021,COMESA
Emir. Árab. Uni.,6.58,24,2013-2021,COMESA
Arabia Saudita,6.52,25,2013-2021,COMESA
Taiwan,6.51,26,2013-2021,COMESA
España,6.48,27,2013-2021,COMESA
Romania,6.48,28,2013-2021,COMESA
Singapur,6.48,29,2013-2021,COMESA
Italia,6.47,30,2013-2021,COMESA
Uruguay,6.47,31,2013-2021,COMESA
Lituania,6.45,32,2013-2021,COMESA
Malta,6.45,33,2013-2021,COMESA
Rep. Eslovaca,6.39,34,2013-2021,COMESA
Estonia,6.34,35,2013-2021,COMESA
Panamá,6.31,36,2013-2021,COMESA
Brasil,6.29,37,2013-2021,COMESA
Guatemala,6.26,38,2013-2021,COMESA
Kazajstán,6.23,39,2013-2021,COMESA
Chipre,6.22,40,2013-2021,COMESA
Letonia,6.18,41,2013-2021,COMESA
Serbia,6.18,42,2013-2021,COMESA
Chile,6.17,43,2013-2021,COMESA
Nicaragua,6.16,44,2013-2021,COMESA
Croacia,6.13,45,2013-2021,COMESA
México,6.13,46,2013-2021,COMESA
El Salvador,6.12,47,2013-2021,COMESA
Polonia,6.12,48,2013-2021,COMESA
Kuwait,6.11,49,2013-2021,COMESA
Hungría,6.09,50,2013-2021,COMESA
Mauricio,6.07,51,2013-2021,COMESA
Uzbekistán,6.06,52,2013-2021,COMESA
Japón,6.04,53,2013-2021,COMESA
Honduras,6.02,54,2013-2021,COMESA
Portugal,6.02,55,2013-2021,COMESA
Argentina,5.97,56,2013-2021,COMESA
Grecia,5.95,57,2013-2021,COMESA
Corea del Sur,5.94,58,2013-2021,COMESA
Filipinas,5.9,59,2013-2021,COMESA
Tailandia,5.89,60,2013-2021,COMESA
Rep. de Moldova,5.86,61,2013-2021,COMESA
Jamaica,5.85,62,2013-2021,COMESA
Kirguistán,5.83,63,2013-2021,COMESA
Belarús,5.82,64,2013-2021,COMESA
Colombia,5.78,65,2013-2021,COMESA
Bosnia y Herz.,5.77,66,2013-2021,COMESA
Mongolia,5.76,67,2013-2021,COMESA
Rep. Dominicana,5.74,68,2013-2021,COMESA
Malasia,5.71,69,2013-2021,COMESA
Bolivia,5.6,70,2013-2021,COMESA
China,5.59,71,2013-2021,COMESA
Paraguay,5.58,72,2013-2021,COMESA
Perú,5.56,73,2013-2021,COMESA
Montenegro,5.55,74,2013-2021,COMESA
Ecuador,5.53,75,2013-2021,COMESA
Viet Nam,5.49,76,2013-2021,COMESA
Turkmenistán,5.47,77,2013-2021,COMESA
Rusia,5.46,78,2013-2021,COMESA
Hong Kong,5.42,79,2013-2021,COMESA
Armenia,5.4,80,2013-2021,COMESA
Nepal,5.38,81,2013-2021,COMESA
Tayikistán,5.38,82,2013-2021,COMESA
Bulgaria,5.37,83,2013-2021,COMESA
Libia,5.33,84,2013-2021,COMESA
Indonesia,5.24,85,2013-2021,COMESA
Côte d'Ivoire,5.23,86,2015-2021,COMESA
Albania,5.2,87,2013-2021,COMESA
Macedonia,5.2,88,2013-2021,COMESA
Sudáfrica,5.19,89,2013-2021,COMESA
Azerbaiyán,5.17,90,2013-2021,COMESA
Bangladesh,5.16,91,2013-2021,COMESA
Gambia,5.16,92,2019-2021,COMESA
Laos,5.14,93,2013-2021,COMESA
Argelia,5.12,94,2013-2021,COMESA
Liberia,5.12,95,2013-2021,COMESA
Ukraine,5.08,96,2013-2021,COMESA
Marruecos,5.06,97,2013-2021,COMESA
Camerún,5.05,98,2013-2021,COMESA
Mozambique,5.05,99,2017-2021,COMESA
Senegal,5.05,100,2013-2021,COMESA
Níger,5,101,2013-2021,COMESA
Georgia,4.97,102,2013-2021,COMESA
Gabón,4.96,103,2013-2021,COMESA
Iraq,4.94,104,2013-2021,COMESA
Venezuela,4.93,105,2013-2021,COMESA
Guinea,4.89,106,2013-2021,COMESA
Irán,4.89,107,2013-2021,COMESA
Ghana,4.87,108,2013-2021,COMESA
Turquía,4.74,109,2013-2021,COMESA
Burkina Faso,4.67,110,2013-2021,COMESA
Camboya,4.64,111,2013-2021,COMESA
Benin,4.62,112,2013-2021,COMESA
Uganda,4.6,113,2013-2021,COMESA
Nigeria,4.55,114,2013-2021,COMESA
Kenya,4.54,115,2013-2021,COMESA
Pakistán,4.52,116,2013-2021,COMESA
Túnez,4.52,117,2013-2021,COMESA
Malí,4.48,118,2013-2021,COMESA
Namibia,4.46,119,2016-2021,COMESA
Swazilandia,4.4,120,2013-2021,COMESA
Myanmar,4.39,121,2013-2021,COMESA
Sri Lanka,4.36,122,2013-2021,COMESA
Madagascar,4.34,123,2013-2021,COMESA
Egipto,4.29,124,2013-2021,COMESA
Chad,4.25,125,2013-2021,COMESA
Etiopía,4.24,126,2013-2021,COMESA
Yemen,4.2,127,2013-2021,COMESA
Jordania,4.15,128,2013-2021,COMESA
Mauritania,4.15,129,2013-2021,COMESA
Togo,4.11,130,2013-2021,COMESA
India,3.78,131,2013-2021,COMESA
Zambia,3.76,132,2013-2021,COMESA
Malawi,3.75,133,2013-2021,COMESA
Tanzanía,3.7,134,2013-2021,COMESA
Sierra Leona,3.57,135,2013-2021,COMESA
Lesotho,3.51,136,2013-2021,COMESA
Botswana,3.47,137,2013-2021,COMESA
Rwanda,3.27,138,2013-2021,COMESA
Zimbabwe,3,139,2013-2021,COMESA
Líbano,2.96,140,2013-2021,COMESA
Afganistán,2.4,141,2013-2021,COMESA
Finlandia,7.82,1,2013-2021,EAC
Dinamarca,7.64,2,2013-2021,EAC
Islandia,7.56,3,2013-2021,EAC
Suiza,7.51,4,2013-2021,EAC
Países Bajos,7.41,5,2013-2021,EAC
Luxemburgo,7.4,6,2013-2021,EAC
Suecia,7.38,7,2013-2021,EAC
Noruega,7.37,8,2013-2021,EAC
Israel,7.36,9,2013-2021,EAC
Nueva Zelanda,7.2,10,2013-2021,EAC
Australia,7.16,11,2013-2021,EAC
Austria,7.16,12,2013-2021,EAC
Irlanda,7.04,13,2013-2021,EAC
Alemania,7.03,14,2013-2021,EAC
Canadá,7.03,15,2013-2021,EAC
Estados Unidos,6.98,16,2013-2021,EAC
Reino Unido,6.94,17,2013-2021,EAC
República Checa,6.92,18,2013-2021,EAC
Bélgica,6.8,19,2013-2021,EAC
Francia,6.69,20,2013-2021,EAC
Bahrein,6.65,21,2013-2021,EAC
Eslovenia,6.63,22,2013-2021,EAC
Costa Rica,6.58,23,2013-2021,EAC
Emir. Árab. Uni.,6.58,24,2013-2021,EAC
Arabia Saudita,6.52,25,2013-2021,EAC
Taiwan,6.51,26,2013-2021,EAC
España,6.48,27,2013-2021,EAC
Romania,6.48,28,2013-2021,EAC
Singapur,6.48,29,2013-2021,EAC
Italia,6.47,30,2013-2021,EAC
Uruguay,6.47,31,2013-2021,EAC
Lituania,6.45,32,2013-2021,EAC
Malta,6.45,33,2013-2021,EAC
Rep. Eslovaca,6.39,34,2013-2021,EAC
Estonia,6.34,35,2013-2021,EAC
Panamá,6.31,36,2013-2021,EAC
Brasil,6.29,37,2013-2021,EAC
Guatemala,6.26,38,2013-2021,EAC
Kazajstán,6.23,39,2013-2021,EAC
Chipre,6.22,40,2013-2021,EAC
Letonia,6.18,41,2013-2021,EAC
Serbia,6.18,42,2013-2021,EAC
Chile,6.17,43,2013-2021,EAC
Nicaragua,6.16,44,2013-2021,EAC
Croacia,6.13,45,2013-2021,EAC
México,6.13,46,2013-2021,EAC
El Salvador,6.12,47,2013-2021,EAC
Polonia,6.12,48,2013-2021,EAC
Kuwait,6.11,49,2013-2021,EAC
Hungría,6.09,50,2013-2021,EAC
Mauricio,6.07,51,2013-2021,EAC
Uzbekistán,6.06,52,2013-2021,EAC
Japón,6.04,53,2013-2021,EAC
Honduras,6.02,54,2013-2021,EAC
Portugal,6.02,55,2013-2021,EAC
Argentina,5.97,56,2013-2021,EAC
Grecia,5.95,57,2013-2021,EAC
Corea del Sur,5.94,58,2013-2021,EAC
Filipinas,5.9,59,2013-2021,EAC
Tailandia,5.89,60,2013-2021,EAC
Rep. de Moldova,5.86,61,2013-2021,EAC
Jamaica,5.85,62,2013-2021,EAC
Kirguistán,5.83,63,2013-2021,EAC
Belarús,5.82,64,2013-2021,EAC
Colombia,5.78,65,2013-2021,EAC
Bosnia y Herz.,5.77,66,2013-2021,EAC
Mongolia,5.76,67,2013-2021,EAC
Rep. Dominicana,5.74,68,2013-2021,EAC
Malasia,5.71,69,2013-2021,EAC
Bolivia,5.6,70,2013-2021,EAC
China,5.59,71,2013-2021,EAC
Paraguay,5.58,72,2013-2021,EAC
Perú,5.56,73,2013-2021,EAC
Montenegro,5.55,74,2013-2021,EAC
Ecuador,5.53,75,2013-2021,EAC
Viet Nam,5.49,76,2013-2021,EAC
Turkmenistán,5.47,77,2013-2021,EAC
Rusia,5.46,78,2013-2021,EAC
Hong Kong,5.42,79,2013-2021,EAC
Armenia,5.4,80,2013-2021,EAC
Nepal,5.38,81,2013-2021,EAC
Tayikistán,5.38,82,2013-2021,EAC
Bulgaria,5.37,83,2013-2021,EAC
Libia,5.33,84,2013-2021,EAC
Indonesia,5.24,85,2013-2021,EAC
Côte d'Ivoire,5.23,86,2015-2021,EAC
Albania,5.2,87,2013-2021,EAC
Macedonia,5.2,88,2013-2021,EAC
Sudáfrica,5.19,89,2013-2021,EAC
Azerbaiyán,5.17,90,2013-2021,EAC
Bangladesh,5.16,91,2013-2021,EAC
Gambia,5.16,92,2019-2021,EAC
Laos,5.14,93,2013-2021,EAC
Argelia,5.12,94,2013-2021,EAC
Liberia,5.12,95,2013-2021,EAC
Ukraine,5.08,96,2013-2021,EAC
Marruecos,5.06,97,2013-2021,EAC
Camerún,5.05,98,2013-2021,EAC
Mozambique,5.05,99,2017-2021,EAC
Senegal,5.05,100,2013-2021,EAC
Níger,5,101,2013-2021,EAC
Georgia,4.97,102,2013-2021,EAC
Gabón,4.96,103,2013-2021,EAC
Iraq,4.94,104,2013-2021,EAC
Venezuela,4.93,105,2013-2021,EAC
Guinea,4.89,106,2013-2021,EAC
Irán,4.89,107,2013-2021,EAC
Ghana,4.87,108,2013-2021,EAC
Turquía,4.74,109,2013-2021,EAC
Burkina Faso,4.67,110,2013-2021,EAC
Camboya,4.64,111,2013-2021,EAC
Benin,4.62,112,2013-2021,EAC
Uganda,4.6,113,2013-2021,EAC
Nigeria,4.55,114,2013-2021,EAC
Kenya,4.54,115,2013-2021,EAC
Pakistán,4.52,116,2013-2021,EAC
Túnez,4.52,117,2013-2021,EAC
Malí,4.48,118,2013-2021,EAC
Namibia,4.46,119,2016-2021,EAC
Swazilandia,4.4,120,2013-2021,EAC
Myanmar,4.39,121,2013-2021,EAC
Sri Lanka,4.36,122,2013-2021,EAC
Madagascar,4.34,123,2013-2021,EAC
Egipto,4.29,124,2013-2021,EAC
Chad,4.25,125,2013-2021,EAC
Etiopía,4.24,126,2013-2021,EAC
Yemen,4.2,127,2013-2021,EAC
Jordania,4.15,128,2013-2021,EAC
Mauritania,4.15,129,2013-2021,EAC
Togo,4.11,130,2013-2021,EAC
India,3.78,131,2013-2021,EAC
Zambia,3.76,132,2013-2021,EAC
Malawi,3.75,133,2013-2021,EAC
Tanzanía,3.7,134,2013-2021,EAC
Sierra Leona,3.57,135,2013-2021,EAC
Lesotho,3.51,136,2013-2021,EAC
Botswana,3.47,137,2013-2021,EAC
Rwanda,3.27,138,2013-2021,EAC
Zimbabwe,3,139,2013-2021,EAC
Líbano,2.96,140,2013-2021,EAC
Afganistán,2.4,141,2013-2021,EAC
Finlandia,7.82,1,2013-2021,EFTA
Dinamarca,7.64,2,2013-2021,EFTA
Islandia,7.56,3,2013-2021,EFTA
Suiza,7.51,4,2013-2021,EFTA
Países Bajos,7.41,5,2013-2021,EFTA
Luxemburgo,7.4,6,2013-2021,EFTA
Suecia,7.38,7,2013-2021,EFTA
Noruega,7.37,8,2013-2021,EFTA
Israel,7.36,9,2013-2021,EFTA
Nueva Zelanda,7.2,10,2013-2021,EFTA
Australia,7.16,11,2013-2021,EFTA
Austria,7.16,12,2013-2021,EFTA
Irlanda,7.04,13,2013-2021,EFTA
Alemania,7.03,14,2013-2021,EFTA
Canadá,7.03,15,2013-2021,EFTA
Estados Unidos,6.98,16,2013-2021,EFTA
Reino Unido,6.94,17,2013-2021,EFTA
República Checa,6.92,18,2013-2021,EFTA
Bélgica,6.8,19,2013-2021,EFTA
Francia,6.69,20,2013-2021,EFTA
Bahrein,6.65,21,2013-2021,EFTA
Eslovenia,6.63,22,2013-2021,EFTA
Costa Rica,6.58,23,2013-2021,EFTA
Emir. Árab. Uni.,6.58,24,2013-2021,EFTA
Arabia Saudita,6.52,25,2013-2021,EFTA
Taiwan,6.51,26,2013-2021,EFTA
España,6.48,27,2013-2021,EFTA
Romania,6.48,28,2013-2021,EFTA
Singapur,6.48,29,2013-2021,EFTA
Italia,6.47,30,2013-2021,EFTA
Uruguay,6.47,31,2013-2021,EFTA
Lituania,6.45,32,2013-2021,EFTA
Malta,6.45,33,2013-2021,EFTA
Rep. Eslovaca,6.39,34,2013-2021,EFTA
Estonia,6.34,35,2013-2021,EFTA
Panamá,6.31,36,2013-2021,EFTA
Brasil,6.29,37,2013-2021,EFTA
Guatemala,6.26,38,2013-2021,EFTA
Kazajstán,6.23,39,2013-2021,EFTA
Chipre,6.22,40,2013-2021,EFTA
Letonia,6.18,41,2013-2021,EFTA
Serbia,6.18,42,2013-2021,EFTA
Chile,6.17,43,2013-2021,EFTA
Nicaragua,6.16,44,2013-2021,EFTA
Croacia,6.13,45,2013-2021,EFTA
México,6.13,46,2013-2021,EFTA
El Salvador,6.12,47,2013-2021,EFTA
Polonia,6.12,48,2013-2021,EFTA
Kuwait,6.11,49,2013-2021,EFTA
Hungría,6.09,50,2013-2021,EFTA
Mauricio,6.07,51,2013-2021,EFTA
Uzbekistán,6.06,52,2013-2021,EFTA
Japón,6.04,53,2013-2021,EFTA
Honduras,6.02,54,2013-2021,EFTA
Portugal,6.02,55,2013-2021,EFTA
Argentina,5.97,56,2013-2021,EFTA
Grecia,5.95,57,2013-2021,EFTA
Corea del Sur,5.94,58,2013-2021,EFTA
Filipinas,5.9,59,2013-2021,EFTA
Tailandia,5.89,60,2013-2021,EFTA
Rep. de Moldova,5.86,61,2013-2021,EFTA
Jamaica,5.85,62,2013-2021,EFTA
Kirguistán,5.83,63,2013-2021,EFTA
Belarús,5.82,64,2013-2021,EFTA
Colombia,5.78,65,2013-2021,EFTA
Bosnia y Herz.,5.77,66,2013-2021,EFTA
Mongolia,5.76,67,2013-2021,EFTA
Rep. Dominicana,5.74,68,2013-2021,EFTA
Malasia,5.71,69,2013-2021,EFTA
Bolivia,5.6,70,2013-2021,EFTA
China,5.59,71,2013-2021,EFTA
Paraguay,5.58,72,2013-2021,EFTA
Perú,5.56,73,2013-2021,EFTA
Montenegro,5.55,74,2013-2021,EFTA
Ecuador,5.53,75,2013-2021,EFTA
Viet Nam,5.49,76,2013-2021,EFTA
Turkmenistán,5.47,77,2013-2021,EFTA
Rusia,5.46,78,2013-2021,EFTA
Hong Kong,5.42,79,2013-2021,EFTA
Armenia,5.4,80,2013-2021,EFTA
Nepal,5.38,81,2013-2021,EFTA
Tayikistán,5.38,82,2013-2021,EFTA
Bulgaria,5.37,83,2013-2021,EFTA
Libia,5.33,84,2013-2021,EFTA
Indonesia,5.24,85,2013-2021,EFTA
Côte d'Ivoire,5.23,86,2015-2021,EFTA
Albania,5.2,87,2013-2021,EFTA
Macedonia,5.2,88,2013-2021,EFTA
Sudáfrica,5.19,89,2013-2021,EFTA
Azerbaiyán,5.17,90,2013-2021,EFTA
Bangladesh,5.16,91,2013-2021,EFTA
Gambia,5.16,92,2019-2021,EFTA
Laos,5.14,93,2013-2021,EFTA
Argelia,5.12,94,2013-2021,EFTA
Liberia,5.12,95,2013-2021,EFTA
Ukraine,5.08,96,2013-2021,EFTA
Marruecos,5.06,97,2013-2021,EFTA
Camerún,5.05,98,2013-2021,EFTA
Mozambique,5.05,99,2017-2021,EFTA
Senegal,5.05,100,2013-2021,EFTA
Níger,5,101,2013-2021,EFTA
Georgia,4.97,102,2013-2021,EFTA
Gabón,4.96,103,2013-2021,EFTA
Iraq,4.94,104,2013-2021,EFTA
Venezuela,4.93,105,2013-2021,EFTA
Guinea,4.89,106,2013-2021,EFTA
Irán,4.89,107,2013-2021,EFTA
Ghana,4.87,108,2013-2021,EFTA
Turquía,4.74,109,2013-2021,EFTA
Burkina Faso,4.67,110,2013-2021,EFTA
Camboya,4.64,111,2013-2021,EFTA
Benin,4.62,112,2013-2021,EFTA
Uganda,4.6,113,2013-2021,EFTA
Nigeria,4.55,114,2013-2021,EFTA
Kenya,4.54,115,2013-2021,EFTA
Pakistán,4.52,116,2013-2021,EFTA
Túnez,4.52,117,2013-2021,EFTA
Malí,4.48,118,2013-2021,EFTA
Namibia,4.46,119,2016-2021,EFTA
Swazilandia,4.4,120,2013-2021,EFTA
Myanmar,4.39,121,2013-2021,EFTA
Sri Lanka,4.36,122,2013-2021,EFTA
Madagascar,4.34,123,2013-2021,EFTA
Egipto,4.29,124,2013-2021,EFTA
Chad,4.25,125,2013-2021,EFTA
Etiopía,4.24,126,2013-2021,EFTA
Yemen,4.2,127,2013-2021,EFTA
Jordania,4.15,128,2013-2021,EFTA
Mauritania,4.15,129,2013-2021,EFTA
Togo,4.11,130,2013-2021,EFTA
India,3.78,131,2013-2021,EFTA
Zambia,3.76,132,2013-2021,EFTA
Malawi,3.75,133,2013-2021,EFTA
Tanzanía,3.7,134,2013-2021,EFTA
Sierra Leona,3.57,135,2013-2021,EFTA
Lesotho,3.51,136,2013-2021,EFTA
Botswana,3.47,137,2013-2021,EFTA
Rwanda,3.27,138,2013-2021,EFTA
Zimbabwe,3,139,2013-2021,EFTA
Líbano,2.96,140,2013-2021,EFTA
Afganistán,2.4,141,2013-2021,EFTA
Finlandia,7.82,1,2013-2021,IORA
Dinamarca,7.64,2,2013-2021,IORA
Islandia,7.56,3,2013-2021,IORA
Suiza,7.51,4,2013-2021,IORA
Países Bajos,7.41,5,2013-2021,IORA
Luxemburgo,7.4,6,2013-2021,IORA
Suecia,7.38,7,2013-2021,IORA
Noruega,7.37,8,2013-2021,IORA
Israel,7.36,9,2013-2021,IORA
Nueva Zelanda,7.2,10,2013-2021,IORA
Australia,7.16,11,2013-2021,IORA
Austria,7.16,12,2013-2021,IORA
Irlanda,7.04,13,2013-2021,IORA
Alemania,7.03,14,2013-2021,IORA
Canadá,7.03,15,2013-2021,IORA
Estados Unidos,6.98,16,2013-2021,IORA
Reino Unido,6.94,17,2013-2021,IORA
República Checa,6.92,18,2013-2021,IORA
Bélgica,6.8,19,2013-2021,IORA
Francia,6.69,20,2013-2021,IORA
Bahrein,6.65,21,2013-2021,IORA
Eslovenia,6.63,22,2013-2021,IORA
Costa Rica,6.58,23,2013-2021,IORA
Emir. Árab. Uni.,6.58,24,2013-2021,IORA
Arabia Saudita,6.52,25,2013-2021,IORA
Taiwan,6.51,26,2013-2021,IORA
España,6.48,27,2013-2021,IORA
Romania,6.48,28,2013-2021,IORA
Singapur,6.48,29,2013-2021,IORA
Italia,6.47,30,2013-2021,IORA
Uruguay,6.47,31,2013-2021,IORA
Lituania,6.45,32,2013-2021,IORA
Malta,6.45,33,2013-2021,IORA
Rep. Eslovaca,6.39,34,2013-2021,IORA
Estonia,6.34,35,2013-2021,IORA
Panamá,6.31,36,2013-2021,IORA
Brasil,6.29,37,2013-2021,IORA
Guatemala,6.26,38,2013-2021,IORA
Kazajstán,6.23,39,2013-2021,IORA
Chipre,6.22,40,2013-2021,IORA
Letonia,6.18,41,2013-2021,IORA
Serbia,6.18,42,2013-2021,IORA
Chile,6.17,43,2013-2021,IORA
Nicaragua,6.16,44,2013-2021,IORA
Croacia,6.13,45,2013-2021,IORA
México,6.13,46,2013-2021,IORA
El Salvador,6.12,47,2013-2021,IORA
Polonia,6.12,48,2013-2021,IORA
Kuwait,6.11,49,2013-2021,IORA
Hungría,6.09,50,2013-2021,IORA
Mauricio,6.07,51,2013-2021,IORA
Uzbekistán,6.06,52,2013-2021,IORA
Japón,6.04,53,2013-2021,IORA
Honduras,6.02,54,2013-2021,IORA
Portugal,6.02,55,2013-2021,IORA
Argentina,5.97,56,2013-2021,IORA
Grecia,5.95,57,2013-2021,IORA
Corea del Sur,5.94,58,2013-2021,IORA
Filipinas,5.9,59,2013-2021,IORA
Tailandia,5.89,60,2013-2021,IORA
Rep. de Moldova,5.86,61,2013-2021,IORA
Jamaica,5.85,62,2013-2021,IORA
Kirguistán,5.83,63,2013-2021,IORA
Belarús,5.82,64,2013-2021,IORA
Colombia,5.78,65,2013-2021,IORA
Bosnia y Herz.,5.77,66,2013-2021,IORA
Mongolia,5.76,67,2013-2021,IORA
Rep. Dominicana,5.74,68,2013-2021,IORA
Malasia,5.71,69,2013-2021,IORA
Bolivia,5.6,70,2013-2021,IORA
China,5.59,71,2013-2021,IORA
Paraguay,5.58,72,2013-2021,IORA
Perú,5.56,73,2013-2021,IORA
Montenegro,5.55,74,2013-2021,IORA
Ecuador,5.53,75,2013-2021,IORA
Viet Nam,5.49,76,2013-2021,IORA
Turkmenistán,5.47,77,2013-2021,IORA
Rusia,5.46,78,2013-2021,IORA
Hong Kong,5.42,79,2013-2021,IORA
Armenia,5.4,80,2013-2021,IORA
Nepal,5.38,81,2013-2021,IORA
Tayikistán,5.38,82,2013-2021,IORA
Bulgaria,5.37,83,2013-2021,IORA
Libia,5.33,84,2013-2021,IORA
Indonesia,5.24,85,2013-2021,IORA
Côte d'Ivoire,5.23,86,2015-2021,IORA
Albania,5.2,87,2013-2021,IORA
Macedonia,5.2,88,2013-2021,IORA
Sudáfrica,5.19,89,2013-2021,IORA
Azerbaiyán,5.17,90,2013-2021,IORA
Bangladesh,5.16,91,2013-2021,IORA
Gambia,5.16,92,2019-2021,IORA
Laos,5.14,93,2013-2021,IORA
Argelia,5.12,94,2013-2021,IORA
Liberia,5.12,95,2013-2021,IORA
Ukraine,5.08,96,2013-2021,IORA
Marruecos,5.06,97,2013-2021,IORA
Camerún,5.05,98,2013-2021,IORA
Mozambique,5.05,99,2017-2021,IORA
Senegal,5.05,100,2013-2021,IORA
Níger,5,101,2013-2021,IORA
Georgia,4.97,102,2013-2021,IORA
Gabón,4.96,103,2013-2021,IORA
Iraq,4.94,104,2013-2021,IORA
Venezuela,4.93,105,2013-2021,IORA
Guinea,4.89,106,2013-2021,IORA
Irán,4.89,107,2013-2021,IORA
Ghana,4.87,108,2013-2021,IORA
Turquía,4.74,109,2013-2021,IORA
Burkina Faso,4.67,110,2013-2021,IORA
Camboya,4.64,111,2013-2021,IORA
Benin,4.62,112,2013-2021,IORA
Uganda,4.6,113,2013-2021,IORA
Nigeria,4.55,114,2013-2021,IORA
Kenya,4.54,115,2013-2021,IORA
Pakistán,4.52,116,2013-2021,IORA
Túnez,4.52,117,2013-2021,IORA
Malí,4.48,118,2013-2021,IORA
Namibia,4.46,119,2016-2021,IORA
Swazilandia,4.4,120,2013-2021,IORA
Myanmar,4.39,121,2013-2021,IORA
Sri Lanka,4.36,122,2013-2021,IORA
Madagascar,4.34,123,2013-2021,IORA
Egipto,4.29,124,2013-2021,IORA
Chad,4.25,125,2013-2021,IORA
Etiopía,4.24,126,2013-2021,IORA
Yemen,4.2,127,2013-2021,IORA
Jordania,4.15,128,2013-2021,IORA
Mauritania,4.15,129,2013-2021,IORA
Togo,4.11,130,2013-2021,IORA
India,3.78,131,2013-2021,IORA
Zambia,3.76,132,2013-2021,IORA
Malawi,3.75,133,2013-2021,IORA
Tanzanía,3.7,134,2013-2021,IORA
Sierra Leona,3.57,135,2013-2021,IORA
Lesotho,3.51,136,2013-2021,IORA
Botswana,3.47,137,2013-2021,IORA
Rwanda,3.27,138,2013-2021,IORA
Zimbabwe,3,139,2013-2021,IORA
Líbano,2.96,140,2013-2021,IORA
Afganistán,2.4,141,2013-2021,IORA
Finlandia,7.82,1,2013-2021,LAIA
Dinamarca,7.64,2,2013-2021,LAIA
Islandia,7.56,3,2013-2021,LAIA
Suiza,7.51,4,2013-2021,LAIA
Países Bajos,7.41,5,2013-2021,LAIA
Luxemburgo,7.4,6,2013-2021,LAIA
Suecia,7.38,7,2013-2021,LAIA
Noruega,7.37,8,2013-2021,LAIA
Israel,7.36,9,2013-2021,LAIA
Nueva Zelanda,7.2,10,2013-2021,LAIA
Australia,7.16,11,2013-2021,LAIA
Austria,7.16,12,2013-2021,LAIA
Irlanda,7.04,13,2013-2021,LAIA
Alemania,7.03,14,2013-2021,LAIA
Canadá,7.03,15,2013-2021,LAIA
Estados Unidos,6.98,16,2013-2021,LAIA
Reino Unido,6.94,17,2013-2021,LAIA
República Checa,6.92,18,2013-2021,LAIA
Bélgica,6.8,19,2013-2021,LAIA
Francia,6.69,20,2013-2021,LAIA
Bahrein,6.65,21,2013-2021,LAIA
Eslovenia,6.63,22,2013-2021,LAIA
Costa Rica,6.58,23,2013-2021,LAIA
Emir. Árab. Uni.,6.58,24,2013-2021,LAIA
Arabia Saudita,6.52,25,2013-2021,LAIA
Taiwan,6.51,26,2013-2021,LAIA
España,6.48,27,2013-2021,LAIA
Romania,6.48,28,2013-2021,LAIA
Singapur,6.48,29,2013-2021,LAIA
Italia,6.47,30,2013-2021,LAIA
Uruguay,6.47,31,2013-2021,LAIA
Lituania,6.45,32,2013-2021,LAIA
Malta,6.45,33,2013-2021,LAIA
Rep. Eslovaca,6.39,34,2013-2021,LAIA
Estonia,6.34,35,2013-2021,LAIA
Panamá,6.31,36,2013-2021,LAIA
Brasil,6.29,37,2013-2021,LAIA
Guatemala,6.26,38,2013-2021,LAIA
Kazajstán,6.23,39,2013-2021,LAIA
Chipre,6.22,40,2013-2021,LAIA
Letonia,6.18,41,2013-2021,LAIA
Serbia,6.18,42,2013-2021,LAIA
Chile,6.17,43,2013-2021,LAIA
Nicaragua,6.16,44,2013-2021,LAIA
Croacia,6.13,45,2013-2021,LAIA
México,6.13,46,2013-2021,LAIA
El Salvador,6.12,47,2013-2021,LAIA
